date,storenumber,total_lettuce_trans_sub
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,4
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,4904,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,4
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,4
2015-03-20,12631,2
2015-03-20,12631,0
2015-03-20,12631,2
2015-03-20,12631,4
2015-03-20,12631,8
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,4
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,4
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,4
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,4
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,4
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,4
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,4
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,0
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,4
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,12631,2
2015-03-20,20974,2
2015-03-20,20974,4
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,4
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,4
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,6
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,4
2015-03-20,20974,2
2015-03-20,20974,4
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,8
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,20974,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,4
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,4
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-20,46673,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,24
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,36
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,4
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,40
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,2
2015-03-21,4904,20
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,4
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,4
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,8
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,4
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,4
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,2
2015-03-21,12631,4
2015-03-21,12631,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,4
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,20974,2
2015-03-21,46673,2
2015-03-21,46673,0
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-21,46673,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,0
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,4
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,4
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,4
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,4
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,4
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,4904,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,6
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,4
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,4
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,12631,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,0
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,6
2015-03-22,20974,2
2015-03-22,20974,4
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,4
2015-03-22,20974,2
2015-03-22,20974,4
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,4
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,4
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,4
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,20974,4
2015-03-22,20974,2
2015-03-22,20974,4
2015-03-22,20974,2
2015-03-22,20974,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,4
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,4
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,4
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-22,46673,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,4
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,4
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,6
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,2
2015-03-23,4904,0
