date,storenumber,total_lettuce_trans_sub
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,4
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,4
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,4
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,12631,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,4
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,4
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-09,46673,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,0
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,0
2015-03-10,12631,2
2015-03-10,12631,4
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,4
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,12631,2
2015-03-10,20974,0
2015-03-10,20974,0
2015-03-10,20974,0
2015-03-10,20974,0
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,4
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,4
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,4
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,0
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,4
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,4
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,2
2015-03-10,46673,4
2015-03-10,46673,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,4
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,4
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,4
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,4
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,4
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,4
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,12631,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,4
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,0
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
2015-03-11,46673,2
